id,from_id,date,text,post_id,owner_id,parents_stack,likes.can_like,likes.count,likes.user_likes,likes.can_publish,thread.count,thread.items,thread.can_post,thread.show_reply_button,attachments,deleted,thread.groups_can_post
9162810,0,1626184954,,,,[],,,,,1,"[{'id': 9162879, 'from_id': 588826620, 'date': 1626185671, 'text': '[id559286486|Сабина], нам очень не важно это знать', 'post_id': 9162800, 'owner_id': -59780149, 'parents_stack': [9162810], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 559286486, 'reply_to_comment': 9162810}]",True,True,,True,
9162813,467672734,1626184994,Целая мать🤔,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162814,588401619,1626184999,"В целом вроде всё было хорошо, но она боялась подпустить Зулика, как она уже стала его называть",9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162816,540010478,1626185024,Это ничего по сравнению как ссора между пэдешниками…                         А если ты за пределами Дагестана то вообще без б просто наедут😂,9162800.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
9162822,588401619,1626185106,"Её смущало даже не то что он старше неё на 27 лет, а то что он живёт в Бабаюртовском районе",9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162823,217509361,1626185110,😵,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162824,227239364,1626185116,Фейк,9162800.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1626185116, 'id': 457781756, 'owner_id': -59780149, 'access_key': '1166c33663b46be330', 'sizes': [{'height': 130, 'type': 'm', 'width': 61, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=61x130&quality=96&sign=4b5eeea3a2237d6f4eeb8e1818ad477e&c_uniq_tag=OZ1k5LPqqogtH3mVwp4VLXLTvhQxkaGnT5MIiGqyIio&type=album'}, {'height': 275, 'type': 'o', 'width': 130, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=130x275&quality=96&sign=6d0f5f554a1664a23801f3f6c5beeb1f&c_uniq_tag=D0yiOrR739uJsqROsB_EiIAKsvSky7uVPEoc0IrLv88&type=album'}, {'height': 423, 'type': 'p', 'width': 200, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=200x423&quality=96&sign=1405f596ea3224c3011880851f5e228e&c_uniq_tag=y73252pZ7WCrmhCKoB8Lc5Xcm4NzsOmv7AyofW2QEoY&type=album'}, {'height': 676, 'type': 'q', 'width': 320, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=320x676&quality=96&sign=a606a1abe28bee5ef6f3d0c67429d51d&c_uniq_tag=3bd-1t0AJ9ZgqSR_DvnQVT1C78dDycCyaIMu9k9acPA&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=510x900&quality=96&crop=0,0,757,1336&sign=18716549fa5f1db45d0ba5231f8547ad&c_uniq_tag=jOh2NdlpnGqyhgNP_jp3A5qD2jRYZ5B8OWs1LcIgB8s&type=album'}, {'height': 75, 'type': 's', 'width': 35, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=35x75&quality=96&sign=e94cb4de47fa22306ce51b37372feb05&c_uniq_tag=n6_THxNDGtmpclLHW5rex5JyLdWEkhF2eSiR8-1iD_o&type=album'}, {'height': 1600, 'type': 'w', 'width': 757, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=757x1600&quality=96&sign=1d96758a8282ece63768a0d940c82c65&c_uniq_tag=0YIIgwrDS7efe3aFmSS3unDGgqVMpeszEe6a0dSjeaU&type=album'}, {'height': 604, 'type': 'x', 'width': 286, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=286x604&quality=96&sign=d45e8facfa854e65f63eca54ddcd3080&c_uniq_tag=b08BX060-jvWEESbHlDhR38Ci8URB4lsFOxHz4cMVx8&type=album'}, {'height': 807, 'type': 'y', 'width': 382, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=382x807&quality=96&sign=83d9efab763a69c996dcad3d96a009b2&c_uniq_tag=5uj-U0hzZOZUWc-1L2tMvMqJno7cf964XgC05irUATA&type=album'}, {'height': 1080, 'type': 'z', 'width': 511, 'url': 'https://sun9-13.userapi.com/impg/vPeYDqhjwqtXa80g8uY2GMYrzajGW0l-2iPkcg/s-lJvJh6qoY.jpg?size=511x1080&quality=96&sign=982151895c128016cbabe473808186c4&c_uniq_tag=1lB7dreBiHjOSfuQCeWZde5tuXwxky0tOpJwhwlRjLU&type=album'}], 'text': '', 'user_id': 227239364, 'has_tags': False}}, {'type': 'photo', 'photo': {'album_id': -8, 'date': 1626185116, 'id': 457781757, 'owner_id': -59780149, 'access_key': '4ec33173117a59945a', 'sizes': [{'height': 130, 'type': 'm', 'width': 61, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=61x130&quality=96&sign=3d021668109c571e005686fe508fe179&c_uniq_tag=V8P0EIJgCoagpYbDXvbDHBgnDXGoCUGuyQTmSx_8yvk&type=album'}, {'height': 275, 'type': 'o', 'width': 130, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=130x275&quality=96&sign=51e75abd11316e961c5bba23d0273bc2&c_uniq_tag=c80R1HJnM7BmQ9tb-h8iEP4kUF2flCXl7jLST6Exr4M&type=album'}, {'height': 423, 'type': 'p', 'width': 200, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=200x423&quality=96&sign=312b00f135ae59f893b64210eb94e56b&c_uniq_tag=Qdd4K55LAgvQCmpiagMFSN7OwZ5U1vPHpl8MWHVdMXs&type=album'}, {'height': 676, 'type': 'q', 'width': 320, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=320x676&quality=96&sign=79887eafd3aa5231626d45a01f587b23&c_uniq_tag=Zy7RwGwSvNAs3SgNoi59VAbxT4zd5fy0bEXcWlWsBhI&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=510x900&quality=96&crop=0,0,757,1336&sign=da8fb5315af2653026863d1bc9e00d93&c_uniq_tag=eclDJnLfAucEE_CdE7tPQoCvaGwlYzqLUBsKzQ_UF28&type=album'}, {'height': 75, 'type': 's', 'width': 35, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=35x75&quality=96&sign=3e37214805139fd7a6c05a3e9361ed92&c_uniq_tag=0yJ--YaO-mJFi6hxQDSpNF-gcnK794Qd58zH47NrRWs&type=album'}, {'height': 1600, 'type': 'w', 'width': 757, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=757x1600&quality=96&sign=f668fcbcd3aaa7bba459cd60f2ad9b59&c_uniq_tag=fQeSPkpfVd-ngjdNJ4AdSbJ1bnTsGD4m82-DpmzstuQ&type=album'}, {'height': 604, 'type': 'x', 'width': 286, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=286x604&quality=96&sign=156fdf83314261949394b7009877905a&c_uniq_tag=JM-x-PyKDkS_tgyR6jWZT39_FIdcu5cCo8eqM7frDoA&type=album'}, {'height': 807, 'type': 'y', 'width': 382, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=382x807&quality=96&sign=dffde6ef0167623acaf52411696205b2&c_uniq_tag=qtLTtAiwKD_TQhB-ivXq5aeymuvZ7nS-ao3al80TDqM&type=album'}, {'height': 1080, 'type': 'z', 'width': 511, 'url': 'https://sun9-43.userapi.com/impg/Nh4ge48PZpiWluTtN7LILlByfWic0PHHF7exyA/b8jbEWU5P7g.jpg?size=511x1080&quality=96&sign=85a26ef5ea413438597fce5c8947ea0f&c_uniq_tag=phxcgyGVu44AzwEAKsldaTS5DclaLx_7ZWm28WKpez0&type=album'}], 'text': '', 'user_id': 227239364, 'has_tags': False}}]",,
9162828,562685735,1626185144,Так лень читать. Апатия такая. О чем пост?,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162830,467672734,1626185161,Ну как всегда,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162831,579038704,1626185181,,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,"[{'type': 'graffiti', 'graffiti': {'id': 603942086, 'owner_id': 579038704, 'height': 720, 'url': 'https://vk.com/doc579038704_603942086?hash=ufN3waoqYjhskVwQpvAMLfCO9Z9vMlhCGy55doulJy0&dl=GMYTAMJQGI3DMNA:1685252371:mWuJwlUJoeDsWQ4iYQ0zmsxf5IRVXCOKlU3i8W61bL8&api=1&no_preview=1', 'width': 526, 'access_key': 'GCJWOzv3NmHhbq7nnWEFpGksZntyfuQfWJum4W1OyQz'}}]",,
9162833,588401619,1626185202,"Так или иначе, её сердце понимало что разум не прикажет и она поддалась дуновению чувств, и сказала ему в ночной переписке заветное ""угу""",9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162834,663530781,1626185203,"надо было ещё колеса снять, чтоб пешком ездил",9162800.0,-59780149.0,[],1.0,2.0,0.0,1.0,0,[],True,True,,,
9162836,489973829,1626185223,😂😂😂,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162837,489973829,1626185250,Мура вацок давай перекур🤣,9162800.0,-59780149.0,[],1.0,1.0,0.0,1.0,0,[],True,True,,,
9162838,579038704,1626185253,,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,"[{'type': 'graffiti', 'graffiti': {'id': 603988234, 'owner_id': 579038704, 'height': 433, 'url': 'https://vk.com/doc579038704_603988234?hash=4u1VcYXZP061ZbYJ0HScESkH4JDn9PyLvY04BjCw7n8&dl=GMYTAMJQGI3DMNA:1685252371:2BlNRrzgk04IXkQS99tNxLcPFGWz71qtvyzWrvly6gP&api=1&no_preview=1', 'width': 720, 'access_key': 'ZQ0kImx6eWZpNDyDiy6C7KPOveVFBuuPoseKNnrbFbg'}}]",,
9162839,562685735,1626185258,Наконец-то,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1626185258, 'id': 457781758, 'owner_id': -59780149, 'access_key': '18374beb6059cf301b', 'sizes': [{'height': 130, 'type': 'm', 'width': 73, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=73x130&quality=96&sign=4ef48dcad3cb8d6663fe15d121c5e7ac&c_uniq_tag=pLHvQ3RhlwuYZ1dwAuAVi42TM6liSVPFgLbsnQG7L7s&type=album'}, {'height': 231, 'type': 'o', 'width': 130, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=130x231&quality=96&sign=469a1c175bcd807c3ac3dcff161730ab&c_uniq_tag=sWOAtDlLMKVtCmqD_NJWN2Nv3y0Ht06MDDbLGLGJWkk&type=album'}, {'height': 356, 'type': 'p', 'width': 200, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=200x356&quality=96&sign=aaa51b820e630041a1e1e001bd3a0ecb&c_uniq_tag=-Xy2me1dwLQ19z_FKeqH1bbk0hFHPcpMqMdQWKhD8_g&type=album'}, {'height': 569, 'type': 'q', 'width': 320, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=320x569&quality=96&sign=d8989541e280f27f4478b32095e5664b&c_uniq_tag=gEFKfk4s0oviMDiLvXZkC9eDzWEaHB_Inmn90o5OulE&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=510x900&quality=96&crop=0,0,750,1324&sign=8e32ddb6050907e0b545d217cbe2f34b&c_uniq_tag=1dN8DrMMxGM29jIbq-mbfOhReSlpJVW-yxQA94m9_U0&type=album'}, {'height': 75, 'type': 's', 'width': 42, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=42x75&quality=96&sign=94f54e7f22ee64eb43c7a680dd9df2ef&c_uniq_tag=kue8P6G3LhRJGBGHxwW3TB_5dgSyF_Ra4GWEJ5RlZQA&type=album'}, {'height': 1334, 'type': 'w', 'width': 750, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=750x1334&quality=96&sign=8d947cfc2ac372cc79ebc61aae75a3d7&c_uniq_tag=sEk-crPqtDCPgghtrkML3djf6UXyU-Khk8v90Xfu2aw&type=album'}, {'height': 604, 'type': 'x', 'width': 340, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=340x604&quality=96&sign=90ce3d661c9985afa24c684e87bffc30&c_uniq_tag=1g0CaI85yUx87yzzpy1qofngXpAsGqV_D1BonEEQgLw&type=album'}, {'height': 807, 'type': 'y', 'width': 454, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=454x807&quality=96&sign=51b5b878a7971ddf460e5fb83598ad11&c_uniq_tag=BK_5Cr6QSIFD9XVfvmljhDr7ictRXaIu3f37iERHkUE&type=album'}, {'height': 1080, 'type': 'z', 'width': 607, 'url': 'https://sun9-1.userapi.com/impg/d63ReiGBlRJK79NAznEykYZbKFeUAfaGkQKmMQ/9Nuo8RtBTbM.jpg?size=607x1080&quality=96&sign=1ca9a6380d679b82cc947c8cd6f6c35a&c_uniq_tag=QKrldnwwd-ica2eUvxFxCMwSvjU74XEwsS1ZB_1h1KA&type=album'}], 'text': '', 'user_id': 562685735, 'has_tags': False}}, {'type': 'photo', 'photo': {'album_id': -8, 'date': 1626185258, 'id': 457781759, 'owner_id': -59780149, 'access_key': '3574762a9ba396b28e', 'sizes': [{'height': 130, 'type': 'm', 'width': 73, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=73x130&quality=96&sign=562713fedd3ac6da5a766e602af79c85&c_uniq_tag=GIqzMMIORbZsAYvB8aecBo3GkrFtBRKSU5cEkkG3bRU&type=album'}, {'height': 231, 'type': 'o', 'width': 130, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=130x231&quality=96&sign=74b95714d26de8dc8e87b0e53e7a6fea&c_uniq_tag=nCSF46oaA083bgOnZJy6cSKI2I4RrNGDCxDWoEK8YPw&type=album'}, {'height': 356, 'type': 'p', 'width': 200, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=200x356&quality=96&sign=eac4d54866e2757b6bada5ec0a30f569&c_uniq_tag=56dp3b95D0hnJhijGiafkdpqvCxkydInIlCDc_5vNJc&type=album'}, {'height': 569, 'type': 'q', 'width': 320, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=320x569&quality=96&sign=bb3f8a8cfb1585ca92bf54c296809a52&c_uniq_tag=AuH-Lmqi-zfvbVQLVXCEqoG2-SqI4_yjB8Oe49tVr10&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=510x900&quality=96&crop=0,0,750,1324&sign=0ce31bdea8e53361d80c5e5b760508f4&c_uniq_tag=pHPPhkXuElsyK1V347nHetto5dLAwY_erOmdkeb_c48&type=album'}, {'height': 75, 'type': 's', 'width': 42, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=42x75&quality=96&sign=ffa3dc7bd04a963aae678489fa9ed0a1&c_uniq_tag=iHWvGKsNwjem238SJt1Ddk3KveMjUB6Qeb_rxS06QKg&type=album'}, {'height': 1334, 'type': 'w', 'width': 750, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=750x1334&quality=96&sign=aadfe6e0e27e29457cb236b6e7e3106f&c_uniq_tag=XVqHvUpI4WC5qkH04Y1luEKXEJ03XAknBpc0zq4wlT4&type=album'}, {'height': 604, 'type': 'x', 'width': 340, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=340x604&quality=96&sign=344ab96c46460a8064cf6f0b099b8a69&c_uniq_tag=mzUrhu4kqrLSZsCgv5lMj7ehjKo1xpb7F7P5_vJ4-Rk&type=album'}, {'height': 807, 'type': 'y', 'width': 454, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=454x807&quality=96&sign=1578b58af383b632c0d35edafaa728f8&c_uniq_tag=V0aihVTzZ-kPnyD5yCa7f7eAqm7Nbq7cJt0L68ciMUk&type=album'}, {'height': 1080, 'type': 'z', 'width': 607, 'url': 'https://sun9-53.userapi.com/impg/eXJtdFaw9qM_-7KnE8hZSLW3IshGea_zHeveHQ/FfF8p2oOZd8.jpg?size=607x1080&quality=96&sign=f19baf0c0f573017cc31060e9a794e59&c_uniq_tag=440go6FiyEt7amhoQZYGm695lE9ANYwMK7rpwYSZI6Q&type=album'}], 'text': '', 'user_id': 562685735, 'has_tags': False}}]",,
9162841,621316439,1626185267,"Вам не кажется, что у пешеходов слишком много прав и никаких обязанностей?!🧐",9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162843,588401619,1626185291,"Зулпашар тоже был не какой то там сырец, понимая что теперь его ход и всё зависит от него, он в открытую отправил ГС длинною в 57 минут",9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162845,540010478,1626185325,Норвегия это же Россия да да конечно )),9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162846,579038704,1626185373,Масечка,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162847,277970773,1626185395,"Сбагрить надо эти самокаты, которые на прокат. Как индейцы мчатся на них, ещё и шашками ездят. Не зря ж их в Питере начали ну штраф.стоянку загонять.",9162800.0,-59780149.0,[],1.0,2.0,0.0,1.0,0,[],True,True,,,
9162848,368545182,1626185403,,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,2,"[{'id': 9162854, 'from_id': 588401619, 'date': 1626185453, 'text': '[id368545182|Timur], на случай если трек зацепил))', 'post_id': 9162800, 'owner_id': -59780149, 'parents_stack': [9162848], 'attachments': [{'type': 'audio', 'audio': {'artist': 'The Diamonds', 'id': 456243722, 'owner_id': 2000392414, 'title': 'Why Do Fools Fall In Love', 'duration': 25, 'is_explicit': False, 'is_focus_track': False, 'track_code': '6a155a14K3PE3sw7WqC3IsUwWufVnKdv0tgVZHJqppzUkYdOaXQfSJGqK4jya-5Bql03grvh0hCbiEo6JD_zdkwgB3jVsuGkpKo', 'url': 'https://vk.com/mp3/audio_api_unavailable.mp3', 'date': 1626185453, 'album_id': 3, 'main_artists': [{'name': 'The Diamonds', 'domain': '2399311157455848011', 'id': '2399311157455848011', 'is_followed': False, 'can_follow': False}], 'short_videos_allowed': False, 'stories_allowed': False, 'stories_cover_allowed': False}}], 'likes': {'can_like': 1, 'count': 1, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 368545182, 'reply_to_comment': 9162848}, {'id': 9162861, 'from_id': 368545182, 'date': 1626185530, 'text': '[id588401619|Mr], зачетный трэк', 'post_id': 9162800, 'owner_id': -59780149, 'parents_stack': [9162848], 'likes': {'can_like': 1, 'count': 0, 'user_likes': 0, 'can_publish': 1}, 'reply_to_user': 588401619, 'reply_to_comment': 9162854}]",True,True,"[{'type': 'video', 'video': {'response_type': 'full', 'access_key': '1030df30dc793ecb93', 'can_comment': 1, 'can_like': 1, 'can_repost': 1, 'can_subscribe': 1, 'can_add_to_faves': 1, 'can_add': 1, 'comments': 3, 'date': 1626177612, 'description': 'Больше таких видео:\nhttps://vk.com/gif_fak\nhttps://vk.com/gif_fak\nhttps://vk.com/gif_fak', 'duration': 15, 'image': [{'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_s', 'width': 130, 'height': 96, 'with_padding': 1}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_m', 'width': 160, 'height': 120, 'with_padding': 1}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_l', 'width': 320, 'height': 240, 'with_padding': 1}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_x', 'width': 800, 'height': 450, 'with_padding': 1}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_w', 'width': 576, 'height': 720}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_t', 'width': 320, 'height': 400}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=4&type=39&tkn=H-JnibcGSPzBt4Uelpxmvr8fA5s&fn=vid_u', 'width': 720, 'height': 900}], 'first_frame': [{'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=0&type=39&tkn=wbM6bcITJtKMherAhw7gWyRCnK8&fn=vid_f', 'width': 324, 'height': 405}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=0&type=39&tkn=wbM6bcITJtKMherAhw7gWyRCnK8&fn=vid_md', 'width': 216, 'height': 270}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=0&type=39&tkn=wbM6bcITJtKMherAhw7gWyRCnK8&fn=vid_d', 'width': 108, 'height': 135}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=0&type=39&tkn=wbM6bcITJtKMherAhw7gWyRCnK8&fn=vid_sm', 'width': 57, 'height': 72}, {'url': 'https://i.mycdn.me/getVideoPreview?id=1400890854055&idx=0&type=39&tkn=wbM6bcITJtKMherAhw7gWyRCnK8&fn=vid_w', 'width': 576, 'height': 720}], 'width': 480, 'height': 600, 'id': 456251341, 'owner_id': -39488246, 'title': 'Где купить😂', 'is_favorite': False, 'track_code': 'video_1f9292bbsjrgoUP7h7LY1x8SKFZJQoV5O_ZhkXvrFs3xHV5-KcyJGfymQ5CGu9zREXkkY39wsEgIwlCVDIp6ofEMc0sQ', 'repeat': 1, 'type': 'video', 'views': 124560, 'local_views': 124560, 'can_dislike': 1}}]",,
9162850,579038704,1626185421,Манюнечка,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
9162851,647682361,1626185433,Дорожные войны,9162800.0,-59780149.0,[],1.0,0.0,0.0,1.0,0,[],True,True,,,
